address,amount
0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,8196.690089012021278817
0x93d714b7a636be293206a945197603d0e179c782,8195.084955668460714267
0xe207025a29069899ec9a2445a98e5d7fd1611e87,8150.000000000000000000
0x12a535ecbae8cabd78c047a214a9b9a1d3c2ca53,8100.000000000000000000
0xa56e9289a462e1e8d9499d16d0576b8f879811f4,8083.366635714285716579
0x12536563f3847258c170e6400031fd345471f007,8059.999999999999997205
0x2722ca11a6c669c38fa4df847ebb2145e431090d,8000.000000000000000000
0x8ac006537b7d5fd130f5756aad5c4f053482c4ae,8000.000000000000000000
0x7298a7f2ca40ab4e8e6cf84e6536d16e7fde90f2,8000.000000000000000000
0xc9f5e344acca23fa022ddf30001c80cc0845e73d,8000.000000000000000000
0xe9ebee76a902b6536c0bddf79ac4c4343e5bdbfb,8000.000000000000000000
0x3b0df8dc320adbd9e315567e280690a1bbb34b2f,8000.000000000000000000
0x57ecda28839520cbb3166181df18bd1e22537dad,8000.000000000000000000
0xa08d58b910cb9389cca097d4a9d4863c1a1c8e93,7919.999999999999996535
0x74ad0c002ec41c3ef2342862556b23641458b2a1,7910.000000000000000000
0x7652992e6c2c204fd7a7c5669fbca6ea36d44d76,7902.000000000000000000
0xf726dc178d1a4d9292a8d63f01e0fa0a1235e65c,7899.146020000000000000
0x22a9ac8ba7c41431714bfc07bc39cf41bac0cebc,7787.204094999999996315
0x31aa76c1afc57e845130657316ed1ab1a6036a68,7658.297057184966506541
0xbc712a93ce14e6a602433902bc4e90c28a6746e8,7606.017849398177640460
0xcfa6ca7d45e79e965d7ad51a882c4cb9498d7051,7560.000000000000000000
0x2c9974829b6e78f003de08db325b93e7752ed183,7560.000000000000000000
0x7e972dd6fdd434d2dfcc426db1cfc3269d7ad5e2,7560.000000000000000000
0xd954e6eb209d386a2ed719834b66d3035e9ebd2d,7560.000000000000000000
0xa0fb722c067e5032cdbcfde22e3a80a43f6dae91,7560.000000000000000000
0x528e57342eda7318498bf5a71ac5939cd48d40be,7560.000000000000000000
0x468a46dbdebb2d74b2865bbddb64082b39bb86f1,7560.000000000000000000
0x41fc9fbade8785bc0eee6e9ea110130dc43a41f6,7500.000000000000000000
0x59bb3bf61fc7fdc554a5bb53e1afa2bc1ae2e5e5,7500.000000000000000000
